cif_file,size,l,w,h,objective,success,time_s,message,volume,sphericity,face_sphericity,mean_dim,lcmm,min_den,max_den,mean_den,median_den,unique_den_count,num_disordered_sites,per_site_denominators_str,valid_supercell_count,total_site_entropy
102207.cif,60,5,4,3,2.433333333333333,True,0.175,,60.0,0.9787169102922159,0.9945281747800379,4.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,64,4,4,4,2.7343749999999987,True,0.203,,64.0,0.9999999999999999,0.9999999999999999,4.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,72,6,4,3,4.209259259259259,True,0.29,,72.0,0.9600386875624174,0.9900665069704357,4.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,80,5,4,4,2.370833333333334,True,0.3,,80.0,0.9943544723224078,0.9986353987361611,4.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,84,7,4,3,3.563492063492061,True,0.327,,84.0,0.9384683871188333,0.9850337517132413,4.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,90,6,5,3,3.364814814814815,True,0.412,,90.0,0.9603010171193922,0.9890651796356773,4.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,96,6,4,4,4.251515151515148,True,0.411,,96.0,0.9811836364742844,0.9955509317993217,4.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,100,5,5,4,1.8540000000000019,True,0.443,,100.0,0.9946261786313096,0.9986011884100714,4.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,108,6,6,3,3.7780864197530852,True,0.562,,108.0,0.9524406311809196,0.9862845669758199,5.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,112,7,4,4,3.46845238095238,True,0.559,,112.0,0.9640569056700918,0.9916236977796412,5.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,120,6,5,4,3.3108496732026147,True,0.662,,120.0,0.986484829732188,0.9965606548515377,5.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,126,7,6,3,3.0055315055315033,True,0.726,,126.0,0.9399933628058597,0.9826170115210572,5.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,128,8,4,4,5.246874999999999,True,0.905,,128.0,0.9449407874211547,0.9872887811427787,5.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,140,7,5,4,2.6895238095238114,True,1.136,,140.0,0.9735926440970819,0.9934797263365146,5.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,144,6,6,4,4.072376543209876,True,0.966,,144.0,0.9827780228283362,0.995346828915453,5.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,150,6,5,5,2.712177777777779,True,1.018,,150.0,0.9962424086086978,0.9990866114899812,5.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,160,8,5,4,4.206666666666668,True,1.128,,160.0,0.9580297470334963,0.9898477914679717,5.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,162,9,6,3,4.187953610175835,True,1.207,,162.0,0.9085602964160698,0.9741960902284157,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,168,7,6,4,3.3020467836257312,True,1.222,,168.0,0.9737379446051012,0.9929412647659178,5.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,180,6,6,5,3.3473646723646744,True,1.634,,180.0,0.9963910894034418,0.9990679361953444,5.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,192,8,6,4,5.623848684210526,True,1.605,,192.0,0.9614997135382722,0.9898740707311264,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,196,7,7,4,2.753401360544218,True,1.886,,196.0,0.9681309555939506,0.9910909402919956,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,200,8,5,5,3.243205128205131,True,1.723,,200.0,0.9746725794042885,0.9940504531058728,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,210,7,6,5,2.6296296296296298,True,2.057,,210.0,0.9906536587938549,0.9976345479844931,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,216,6,6,6,2.8079561042524,True,2.113,,216.0,0.9999999999999999,0.9999999999999999,6.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,224,8,7,4,4.50550595238095,True,2.643,,224.0,0.9589228332238934,0.9884905819721963,6.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,240,8,6,5,4.412577160493825,True,2.752,,240.0,0.9812313176696396,0.9953769800679044,6.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,250,10,5,5,4.273641025641027,True,2.823,,250.0,0.9449407874211547,0.9872887811427787,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,252,7,6,6,2.3910903250188955,True,3.393,,252.0,0.9973199364720597,0.9993459053337114,6.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,256,8,8,4,4.988541666666664,True,3.008,,256.0,0.9524406311809196,0.9862845669758198,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,270,9,6,5,3.6022496570644726,True,3.2,,270.0,0.9694956105143475,0.9926288895237801,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,280,8,7,5,3.766020408163267,True,3.301,,280.0,0.9813198930565767,0.9950541338595393,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,288,8,6,6,4.10735504850088,True,3.609,,288.0,0.9905781746683878,0.9977416373263536,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,294,7,7,6,2.0657557275783875,True,3.778,,294.0,0.9974099641726462,0.9993346128426663,6.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,300,10,6,5,4.926234567901236,True,4.038,,300.0,0.9563327858316706,0.9895895895666553,7.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,320,8,8,5,3.9589285714285714,True,5.157,,320.0,0.9771291123866839,0.9937334211238003,7.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,324,9,6,6,3.5629188712522044,True,4.609,,324.0,0.9811836364742844,0.9955509317993216,7.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,336,8,7,6,3.615004105090314,True,4.823,,336.0,0.993150469967557,0.9982721431211886,7.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,350,10,7,5,4.10325850340136,True,6.059,,350.0,0.9609952816452124,0.990078947007472,7.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,360,9,8,5,3.3625661375661364,True,5.702,,360.0,0.9700618103154717,0.991789178057782,7.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,378,9,7,6,2.694228981503201,True,6.072,,378.0,0.9859672898898667,0.9965459027769582,7.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,384,8,8,6,3.9516942049808397,True,6.323,,384.0,0.9911566869993488,0.9976684480746035,7.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,392,8,7,7,3.06230563654033,True,6.624,,392.0,0.9979924663699012,0.9995085597025801,7.333333333333333,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,400,10,8,5,4.6784523809523835,True,8.381,,400.0,0.961051695297492,0.9894490976831443,7.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,420,10,7,6,3.5360469935100474,True,7.497,,420.0,0.9768094418111095,0.9943925654253033,7.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,432,9,8,6,3.4207317830282395,True,7.994,,432.0,0.986025169482944,0.9963370923529631,7.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,448,8,8,7,3.5521577380952385,True,9.105,,448.0,0.9980510518812463,0.9995012174597232,7.666666666666667,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,450,10,9,5,4.248095238095237,True,9.402,,450.0,0.9578867904919413,0.9881019295521571,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,480,10,8,6,4.546849928886567,True,10.363,,480.0,0.9787169102922157,0.9945281747800377,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,486,9,9,6,2.8936068145625384,True,10.466,,486.0,0.9827780228283362,0.9953468289154529,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,490,10,7,7,2.972539682539682,True,11.068,,490.0,0.9854668953881552,0.9965451334193302,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,500,10,10,5,4.16934285714286,True,10.931,,500.0,0.9524406311809196,0.9862845669758196,8.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,504,9,8,7,2.986243386243383,True,11.133,,504.0,0.9947643019740978,0.9986820450435709,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,512,8,8,8,3.0623914930555505,True,14.93,,512.0,0.9999999999999999,0.9999999999999999,8.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,540,10,9,6,3.8356577596520136,True,12.672,,540.0,0.9771903419741662,0.99383634943648,8.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,560,10,8,7,3.8356567242281567,True,13.747,,560.0,0.9891084719540534,0.9973189219645113,8.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,576,9,8,8,2.5314649470899444,True,17.364,,576.0,0.9984402350649139,0.9996172744703212,8.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,600,10,10,6,3.9767124156175897,True,18.191,,600.0,0.9731915368866336,0.992587716948545,8.666666666666666,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,630,10,9,7,3.269854237991491,True,18.555,,630.0,0.9891483325746224,0.997176091835247,8.666666666666666,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,640,10,8,8,3.6014461513772167,True,18.714,,640.0,0.9943544723224078,0.9986353987361611,8.666666666666666,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,648,9,9,8,2.271312663673775,True,20.984,,648.0,0.9984804717512826,0.999612234704295,8.666666666666666,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,700,10,10,7,3.404888888888889,True,60.379,,700.0,0.9865600019362228,0.996405949287919,9.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,720,10,9,8,3.1446930773904453,True,40.041,,720.0,0.9958677214571475,0.9989613098457981,9.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,800,10,10,8,3.3939460331335356,True,32.172,,800.0,0.9946261786313096,0.9986011884100714,9.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,810,10,9,9,2.687707592818702,True,31.374,,810.0,0.9987533054851688,0.9996935186315052,9.333333333333334,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,900,10,10,9,3.0200593781672227,True,42.927,,900.0,0.9987821220058238,0.9996899107329574,9.666666666666666,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102207.cif,1000,10,10,10,2.714255555555556,True,48.82,,1000.0,0.9999999999999998,0.9999999999999998,10.0,2,2,2,2.0,2,1,8,"2,2|2,2|2,2|2,2|2,2|2,2|2,2|2,2",70,5.545177444479562
102839.cif,80,5,4,4,28.818132388444894,True,1.17,,80.0,0.9943544723224078,0.9986353987361611,4.333333333333333,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,120,6,5,4,39.48488143800644,True,2.5,,120.0,0.986484829732188,0.9965606548515377,5.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,160,8,5,4,46.03734665941699,True,4.244,,160.0,0.9580297470334963,0.9898477914679717,5.666666666666667,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,200,8,5,5,36.29782370407371,True,7.752,,200.0,0.9746725794042885,0.9940504531058728,6.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,240,8,6,5,40.34569695832719,True,10.665,,240.0,0.9812313176696396,0.9953769800679044,6.333333333333333,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,280,8,7,5,33.52142518939394,True,14.551,,280.0,0.9813198930565767,0.9950541338595393,6.666666666666667,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,320,8,8,5,32.75708227319558,True,17.586,,320.0,0.9771291123866839,0.9937334211238003,7.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,360,9,8,5,27.546920928865383,True,25.488,,360.0,0.9700618103154717,0.991789178057782,7.333333333333333,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,400,10,8,5,37.4619430565301,True,37.287,,400.0,0.961051695297492,0.9894490976831443,7.666666666666667,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,480,10,8,6,50.18443824693827,True,49.643,,480.0,0.9787169102922157,0.9945281747800377,8.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,560,10,8,7,42.98302854700336,True,66.692,,560.0,0.9891084719540534,0.9973189219645113,8.333333333333334,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,600,10,10,6,42.38829992345617,True,176.624,,600.0,0.9731915368866336,0.992587716948545,8.666666666666666,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,640,10,8,8,52.82433386409396,True,174.874,,640.0,0.9943544723224078,0.9986353987361611,8.666666666666666,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,720,10,9,8,45.609276065583956,True,164.602,,720.0,0.9958677214571475,0.9989613098457981,9.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,800,10,10,8,44.948619356627184,True,203.251,,800.0,0.9946261786313096,0.9986011884100714,9.333333333333334,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102839.cif,1000,10,10,10,47.26480446636699,True,334.91,,1000.0,0.9999999999999998,0.9999999999999998,10.0,40,5,40,20.333333333333332,20,3,30,"5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5|5,5|5,5|20,20|20,20|5,5|40,40|40,40|20,20|20,20|40,40|40,40|5,5|20,20|20,20|5,5",16,18.18960676755295
102958.cif,100,5,5,4,0.6960252935862701,True,0.321,,100.0,0.9946261786313096,0.9986011884100714,4.666666666666667,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,150,6,5,5,2.1695272508280636,True,0.558,,150.0,0.9962424086086978,0.9990866114899812,5.333333333333333,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,200,8,5,5,1.821328388722485,True,0.983,,200.0,0.9746725794042885,0.9940504531058728,6.0,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,250,10,5,5,1.6775712995225205,True,1.66,,250.0,0.9449407874211547,0.9872887811427787,6.666666666666667,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,300,10,6,5,2.4207370843549727,True,2.533,,300.0,0.9563327858316706,0.9895895895666553,7.0,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,350,10,7,5,1.8936360452039913,True,3.215,,350.0,0.9609952816452124,0.990078947007472,7.333333333333333,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,400,10,8,5,2.3739610096317416,True,2.866,,400.0,0.961051695297492,0.9894490976831443,7.666666666666667,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,450,10,9,5,1.5449211867459411,True,2.156,,450.0,0.9578867904919413,0.9881019295521571,8.0,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,500,10,10,5,0.6980843828046129,True,2.731,,500.0,0.9524406311809196,0.9862845669758196,8.333333333333334,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
102958.cif,600,10,10,6,0.8706212988055821,True,3.752,,600.0,0.9731915368866336,0.992587716948545,8.666666666666666,50,50,50,50.0,50,1,2,"50,50|50,50",30,0.9427869736201884
